trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
257010,33,3,"TREMONT + FRAZIER",,0,5201,shp-33-53,1,2
259020,4,2,"DOWNTOWN",,1,6102,shp-4-64,1,1
264020,33,2,"SHUTTLE PARK SOUTH",,1,4302,shp-33-04,1,2
265020,14,2,"MOCS EXPRESS",,0,1202,shp-14-52,1,1
281020,33,2,"TREMONT + FRAZIER",,0,4202,shp-33-53,1,2
285020,33,2,"TREMONT + FRAZIER",,0,5002,shp-33-53,1,2
298010,1,3,"ALTON PARK",,0,2201,shp-1-03,1,1
299070,34,1,"SHUTTLE PARK SOUTH",,1,5307,shp-34-04,1,2
302020,1,2,"DOWNTOWN",,1,402,shp-1-66,1,1
304010,4,3,"DOWNTOWN 9 EAST LAKE",,1,5601,shp-4-69,1,1
308020,10A,2,"DOWNTOWN",,1,302,shp-10A-52,1,1
310020,33,2,"SHUTTLE PARK SOUTH",,1,4302,shp-33-04,1,2
329070,15,1,"ST. ELMO/INCLINE",,0,2707,shp-15-52,1,2
330010,33,3,"TREMONT + FRAZIER",,0,4901,shp-33-53,1,2
331010,33,3,"TREMONT + FRAZIER",,0,5101,shp-33-53,1,2
346020,14,2,"MOCS EXPRESS",,1,1402,shp-14-04,1,1
349020,14,2,"MOCS EXPRESS",,1,1302,shp-14-04,1,1
352020,33,2,"TREMONT + FRAZIER",,0,4502,shp-33-53,1,2
353070,9,1,"EAST LAKE",,0,9507,shp-9-03,1,1
366070,21,1,"GOLDEN GATEWAY",,0,3407,shp-21-01,1,1
367070,9,1,"EAST LAKE",,0,9607,shp-9-02,1,1
377070,33,1,"TREMONT + FRAZIER",,0,4907,shp-33-53,1,2
378020,33,2,"TREMONT + FRAZIER",,0,4902,shp-33-53,1,2
387020,33,2,"TREMONT + FRAZIER",,0,5102,shp-33-53,1,2
398010,33,3,"SHUTTLE PARK SOUTH",,1,5001,shp-33-04,1,2
4070,15,1,"ST. ELMO/INCLINE",,1,2707,shp-15-01,1,2
416020,1,2,"DOWNTOWN",,1,202,shp-1-66,1,1
417020,2,2,"NORTH SHORE",,1,3702,shp-2-01,1,2
42020,14,2,"MOCS EXPRESS",,1,1502,shp-14-04,1,1
422070,3,1,"ENTERPRISE SOUTH",,1,4107,shp-3-54,1,1
423020,16,2,"NORTHGATE",,0,8702,shp-16-13,1,1
429010,21,3,"GOLDEN GATEWAY",,0,5601,shp-21-01,1,1
430020,4,2,"DOWNTOWN",,1,6702,shp-4-64,1,1
461020,10A,2,"DOWNTOWN",,1,2302,shp-10A-52,1,1
475020,1,2,"DOWNTOWN",,1,102,shp-1-66,1,1
485020,14,2,"MOCS EXPRESS",,1,1202,shp-14-04,1,1
497020,33,2,"TREMONT + FRAZIER",,0,5002,shp-33-53,1,2
501020,16,2,"DOWNTOWN",,1,9502,shp-16-20,1,1
502010,33,3,"SHUTTLE PARK SOUTH",,1,4401,shp-33-04,1,2
513020,10A,2,"AVONDALE UTC",,0,402,shp-10A-10,1,1
516070,1,1,"ALTON PARK",,0,2307,shp-1-03,1,1
52020,21,2,"GOLDEN GATEWAY",,0,3602,shp-21-01,1,1
532020,9,2,"DOWNTOWN",,1,8902,shp-9-51,1,1
542020,33,2,"TREMONT + FRAZIER",,0,4902,shp-33-53,1,2
565020,1,2,"ALTON PARK",,0,2102,shp-1-03,1,1
567070,4,1,"DOWNTOWN",,1,7007,shp-4-64,1,1
57020,33,2,"TREMONT + FRAZIER",,0,4402,shp-33-53,1,2
600020,28,2,"CHATTANOOGA STATE",,0,3902,shp-28-01,1,1
615020,33,2,"SHUTTLE PARK SOUTH",,1,4302,shp-33-04,1,2
617070,21,1,"GOLDEN GATEWAY",,0,3607,shp-21-01,1,1
626020,2,2,"NORTH SHORE",,0,3702,shp-2-51,1,2
654070,33,1,"SHUTTLE PARK SOUTH",,1,4207,shp-33-04,1,2
668070,4,1,"EASTGATE HAMILTON PL",,0,5907,shp-4-10,1,1
673020,4,2,"EASTGATE HAMILTON PL",,0,7402,shp-4-10,1,1
678020,10A,2,"AVONDALE UTC",,0,2502,shp-10A-01,1,1
687070,1,1,"ALTON PARK",,0,107,shp-1-03,1,1
691010,33,3,"TREMONT + FRAZIER",,0,5001,shp-33-53,1,2
695020,28,2,"DOWNTOWN",,1,3802,shp-28-51,1,1
697020,14,2,"MOCS EXPRESS",,1,1302,shp-14-04,1,1
700010,33,3,"TREMONT + FRAZIER",,0,5101,shp-33-53,1,2
70070,9,1,"DOWNTOWN",,1,9807,shp-9-51,1,1
701020,10G,2,"GLENWOOD",,0,2102,shp-10G-03,1,1
716020,14,2,"MOCS EXPRESS",,0,1302,shp-14-52,1,1
72020,3,2,"ENTERPRISE SOUTH",,0,5502,shp-3-18,1,1
723070,10G,1,"DOWNTOWN",,1,2207,shp-10G-54,1,1
726010,33,3,"TREMONT + FRAZIER",,0,5001,shp-33-53,1,2
729020,33,2,"TREMONT + FRAZIER",,0,4302,shp-33-53,1,2
735070,33,1,"SHUTTLE PARK SOUTH",,1,4907,shp-33-04,1,2
754010,33,3,"SHUTTLE PARK SOUTH",,1,5101,shp-33-04,1,2
765070,21,1,"DOWNTOWN",,1,3607,shp-21-55,1,1
770020,14,2,"MOCS EXPRESS",,1,1302,shp-14-04,1,1
785070,33,1,"TREMONT + FRAZIER",,0,5007,shp-33-53,1,2
786020,16,2,"NORTHGATE",,0,9402,shp-16-13,1,1
827020,14,2,"MOCS EXPRESS",,0,1502,shp-14-52,1,1
830020,16,2,"DOWNTOWN",,1,9802,shp-16-20,1,1
832020,13,2,"DOWNTOWN",,1,902,shp-13-53,1,1
837020,33,2,"SHUTTLE PARK SOUTH",,1,5002,shp-33-04,1,2
838020,14,2,"MOCS EXPRESS",,0,1302,shp-14-52,1,1
843070,33,1,"TREMONT + FRAZIER",,0,4507,shp-33-53,1,2
844020,1,2,"DOWNTOWN",,1,2502,shp-1-66,1,1
851070,33,1,"SHUTTLE PARK SOUTH",,1,4707,shp-33-04,1,2
871020,16,2,"NORTHGATE",,0,8702,shp-16-13,1,1
881070,33,1,"TREMONT + FRAZIER",,0,4407,shp-33-53,1,2
898020,13,2,"DOWNTOWN",,1,902,shp-13-53,1,1
906010,33,3,"SHUTTLE PARK SOUTH",,1,5101,shp-33-04,1,2
913070,3,1,"ENTERPRISE SOUTH",,1,4007,shp-3-54,1,1
941020,10G,2,"DOWNTOWN/TO GARAGE",,1,2202,shp-10G-06,1,1
946020,4,2,"EASTGATE HAMILTON PL",,1,7002,shp-4-70,1,1
947070,1,1,"DOWNTOWN",,1,407,shp-1-66,1,1
949020,3,2,"ENTERPRISE SOUTH",,0,10002,shp-3-18,1,1
95010,34,3,"SHUTTLE PARK SOUTH",,1,5301,shp-34-04,1,2
962020,33,2,"SHUTTLE PARK SOUTH",,1,5002,shp-33-04,1,2
975020,33,2,"SHUTTLE PARK SOUTH",,1,4402,shp-33-04,1,2
987020,33,2,"SHUTTLE PARK SOUTH",,1,4402,shp-33-04,1,2
99020,1,2,"DOWNTOWN",,1,2402,shp-1-66,1,1
